Timestamp,Product_ID,SKU_Name,Category,Region,Vendor,raw_material_energy,raw_material_emission_factor,raw_material_waste,manufacturing_energy,manufacturing_efficiency,manufacturing_water_usage,transport_distance_km,transport_mode_factor,logistics_energy,usage_energy_consumption,usage_duration_hours,grid_carbon_intensity,recycling_efficiency,disposal_emission_factor,recovered_material_value,state_complexity_index,policy_action_score,optimization_reward_signal,total_lifecycle_carbon_footprint,Hash,Prev_Hash,lat,lon
2025-04-17T02:03:38.872050,SKU-10055,Siemens Simatic S7-1500 Controller,Industrial Logic Controllers,Bangalore Tech Corridor,ABB Ltd,343.93,0.55,12.5,704.26,0.88,1500,3020.07,0.12,120,450,8000,363.73,0.65,0.08,45.0,1.2,0.95,0.88,730.58,7c7fdc5a1c8478bca7c6ed247cb9d7775fed894255984ceccb14cb53d236af2f,a2920120c84c95fc68857c15eefe71c9b75da20f04c523632248cf7eff582ef4,28.438373232656502,-63.8582357570811
2025-04-17T14:03:38.872050,SKU-10056,Phoenix Contact PLCnext Controller,Industrial Logic Controllers,Frankfurt Logistics Hub,Rockwell Automation Inc,307.06,0.55,12.5,466.07,0.88,1500,122.81,0.12,120,450,8000,487.15,0.65,0.08,45.0,1.2,0.95,0.88,540.4,e4b359619062129aa4e6ac78124b712c429757ee5a54cc2c9fd2fc7482917fa2,7c7fdc5a1c8478bca7c6ed247cb9d7775fed894255984ceccb14cb53d236af2f,-13.07879799164434,-77.8382389085609
2025-04-18T02:03:38.872050,SKU-10057,Fanuc R-2000iC Industrial Robot,Robotic Assembly Systems,Ghent Automotive Cluster,ABB Ltd,221.19,0.55,12.5,774.56,0.88,1500,933.88,0.12,120,450,8000,209.22,0.65,0.08,45.0,1.2,0.95,0.88,658.85,93111ce869c30fb779bdc26ad7057851dbb957c17fa3ed0534d17f3cbee9da7b,e4b359619062129aa4e6ac78124b712c429757ee5a54cc2c9fd2fc7482917fa2,5.478920675173164,39.141576763122
2025-04-18T14:03:38.872050,SKU-10058,Siemens Simatic S7-1500 Controller,Robotic Assembly Systems,Bangalore Tech Corridor,Siemens AG,146.33,0.55,12.5,679.14,0.88,1500,107.62,0.12,120,450,8000,279.03,0.65,0.08,45.0,1.2,0.95,0.88,564.71,dedcfd57a15c41640d5e4fbd99440be5a646901e398a769597bbba46c1e7b389,93111ce869c30fb779bdc26ad7057851dbb957c17fa3ed0534d17f3cbee9da7b,23.77849338076748,-116.28267060512604
2025-04-19T02:03:38.872050,SKU-10059,Phoenix Contact PLCnext Controller,Industrial Networking High-Speed,Frankfurt Logistics Hub,Honeywell International,405.82,0.55,12.5,134.19,0.88,1500,4170.38,0.12,120,450,8000,386.23,0.65,0.08,45.0,1.2,0.95,0.88,409.64,b1c12f010a94b1a252e74c141381dfc99ea9af002f35270421fdc54621fc0d91,dedcfd57a15c41640d5e4fbd99440be5a646901e398a769597bbba46c1e7b389,-38.10967785690663,45.27700893298962
2025-04-19T14:03:38.872050,SKU-10060,Honeywell Experion PKS Controller,Industrial Logic Controllers,Bangalore Tech Corridor,Honeywell International,100.06,0.55,12.5,274.22,0.88,1500,1823.8,0.12,120,450,8000,455.7,0.65,0.08,45.0,1.2,0.95,0.88,341.76,fca66f41c83515c839d5cfdd14687564c170deae6a1d09a7704baa9bbbe1d923,b1c12f010a94b1a252e74c141381dfc99ea9af002f35270421fdc54621fc0d91,49.089056064363234,-64.4078595902754
2025-04-20T02:03:38.872050,SKU-10061,Yokogawa CENTUM VP Integrated Production Control System,Industrial Logic Controllers,Shanghai Industrial District,ABB Ltd,362.15,0.55,12.5,727.05,0.88,1500,2054.3,0.12,120,450,8000,581.0,0.65,0.08,45.0,1.2,0.95,0.88,782.57,1b5735afdf9d4fd7ac64c2d0375a8c4ca71a37a281c53ad360e9d8786b2b5f9a,fca66f41c83515c839d5cfdd14687564c170deae6a1d09a7704baa9bbbe1d923,-38.73028950249753,74.1972882800253
2025-04-20T14:03:38.872050,SKU-10062,Fanuc R-2000iC Industrial Robot,Industrial Networking High-Speed,Shanghai Industrial District,Honeywell International,54.87,0.55,12.5,104.38,0.88,1500,2205.25,0.12,120,450,8000,431.78,0.65,0.08,45.0,1.2,0.95,0.88,211.97,c1d599d6f3e5b59cf039656046d2971baf6df94bd10af5b2ae3cf03578485287,1b5735afdf9d4fd7ac64c2d0375a8c4ca71a37a281c53ad360e9d8786b2b5f9a,1.326787095873783,122.52821983979084
2025-04-21T02:03:38.872050,SKU-10063,Honeywell Experion PKS Controller,Distributed Control Systems,Shanghai Industrial District,Siemens AG,490.72,0.55,12.5,845.64,0.88,1500,3453.8,0.12,120,450,8000,314.34,0.65,0.08,45.0,1.2,0.95,0.88,885.17,c97d9e3673d28efa96e0677ba5e1d8f51050a3bfc163fb621cd35433eaea45d6,c1d599d6f3e5b59cf039656046d2971baf6df94bd10af5b2ae3cf03578485287,40.52754974679016,-13.039665968109645
2025-04-21T14:03:38.872050,SKU-10064,Honeywell Experion PKS Controller,Robotic Assembly Systems,Bangalore Tech Corridor,ABB Ltd,421.91,0.55,12.5,434.61,0.88,1500,967.03,0.12,120,450,8000,334.6,0.65,0.08,45.0,1.2,0.95,0.88,553.78,59e221fdbb042cd8eb66d5360f6bfbe5c79e0b45844b7a204133b1c76db8406d,c97d9e3673d28efa96e0677ba5e1d8f51050a3bfc163fb621cd35433eaea45d6,22.542642700980075,-65.86893277126771
2025-04-22T02:03:38.872050,SKU-10065,Danfoss VLT AutomationDrive FC 302,Robotic Assembly Systems,Frankfurt Logistics Hub,Siemens AG,332.85,0.55,12.5,704.5,0.88,1500,3008.64,0.12,120,450,8000,230.88,0.65,0.08,45.0,1.2,0.95,0.88,699.01,c86cd0ee3187ecc1f15d3c676f76e26c20f1ab3bc0379483902572ec61570556,59e221fdbb042cd8eb66d5360f6bfbe5c79e0b45844b7a204133b1c76db8406d,53.77940291906451,-80.50924344157579
2025-04-22T14:03:38.872050,SKU-10066,Honeywell Experion PKS Controller,Robotic Assembly Systems,Shanghai Industrial District,Honeywell International,141.17,0.55,12.5,539.13,0.88,1500,2511.05,0.12,120,450,8000,458.58,0.65,0.08,45.0,1.2,0.95,0.88,543.34,6d7c86e0b650530c38835d03e95da1129fd3dca7096f7fe98a8098fe2bef6037,c86cd0ee3187ecc1f15d3c676f76e26c20f1ab3bc0379483902572ec61570556,20.938915018941067,-68.4299525167635
2025-04-23T02:03:38.872050,SKU-10067,Yokogawa CENTUM VP Integrated Production Control System,Distributed Control Systems,Frankfurt Logistics Hub,ABB Ltd,388.7,0.55,12.5,422.17,0.88,1500,1917.88,0.12,120,450,8000,311.66,0.65,0.08,45.0,1.2,0.95,0.88,540.43,791e260d2f9765b476297c95c694763dd1efb8f4e2f4c7a73bf63a04a685329d,6d7c86e0b650530c38835d03e95da1129fd3dca7096f7fe98a8098fe2bef6037,-23.637314994956824,61.47356106257749
2025-04-23T14:03:38.872050,SKU-10068,Schneider Electric Altivar Variable Speed Drive,Variable Speed Drives,Frankfurt Logistics Hub,Rockwell Automation Inc,330.91,0.55,12.5,679.19,0.88,1500,1651.04,0.12,120,450,8000,529.43,0.65,0.08,45.0,1.2,0.95,0.88,721.03,cbaecb10c79b916b76ba3f8a88360073834abda3b45553226b2de2001a23da62,791e260d2f9765b476297c95c694763dd1efb8f4e2f4c7a73bf63a04a685329d,26.12605371374302,3.2845022903794217
2025-04-24T02:03:38.872050,SKU-10069,Schneider Electric Altivar Variable Speed Drive,Robotic Assembly Systems,Texas Manufacturing Nexus,Schneider Electric SE,110.68,0.55,12.5,923.33,0.88,1500,2680.23,0.12,120,450,8000,390.55,0.65,0.08,45.0,1.2,0.95,0.88,768.29,56200f6f11f59cf150e4551d396e747ff692f15de95cf9e6cfb80335ddbca910,cbaecb10c79b916b76ba3f8a88360073834abda3b45553226b2de2001a23da62,8.767667636628545,-14.614253043187105
2025-04-24T14:03:38.872050,SKU-10070,KUKA KR QUANTEC-2 Robot,Industrial Networking High-Speed,Bangalore Tech Corridor,Siemens AG,468.68,0.55,12.5,404.68,0.88,1500,1580.45,0.12,120,450,8000,273.3,0.65,0.08,45.0,1.2,0.95,0.88,552.31,08dec33e8b505bf465fdbf888e705df2cb49b4148cfd1015a22bfa976123c6b6,56200f6f11f59cf150e4551d396e747ff692f15de95cf9e6cfb80335ddbca910,-9.565941802717248,-92.1737605902255
2025-04-25T02:03:38.872050,SKU-10071,Mitsubishi Electric MELSEC iQ-R Series,Industrial Logic Controllers,Bangalore Tech Corridor,Siemens AG,102.56,0.55,12.5,940.71,0.88,1500,1674.58,0.12,120,450,8000,371.62,0.65,0.08,45.0,1.2,0.95,0.88,757.05,92f73d4904138cd09481c3843eee7c5328c1f51c7de22b3a76409d5d31146305,08dec33e8b505bf465fdbf888e705df2cb49b4148cfd1015a22bfa976123c6b6,57.13659299194936,-9.853669110473675
2025-04-25T14:03:38.872050,SKU-10072,Rockwell Automation Allen-Bradley ControlLogix,Distributed Control Systems,Ghent Automotive Cluster,Schneider Electric SE,357.66,0.55,12.5,652.39,0.88,1500,902.65,0.12,120,450,8000,263.8,0.65,0.08,45.0,1.2,0.95,0.88,651.3,705847c34fb9bbb7e45364f2e3009d4a2217096d8a15561f9645ccd3a085c67a,92f73d4904138cd09481c3843eee7c5328c1f51c7de22b3a76409d5d31146305,13.306190874396556,36.96450528478559
2025-04-26T02:03:38.872050,SKU-10073,KUKA KR QUANTEC-2 Robot,Industrial Networking High-Speed,Ghent Automotive Cluster,Honeywell International,380.0,0.55,12.5,492.3,0.88,1500,2735.24,0.12,120,450,8000,343.22,0.65,0.08,45.0,1.2,0.95,0.88,600.67,1e0c9e41572f75692f18b12729be22e221cf0147ccaea5cf6e47ba033b067009,705847c34fb9bbb7e45364f2e3009d4a2217096d8a15561f9645ccd3a085c67a,53.3867086689186,69.34599835326205
2025-04-26T14:03:38.872050,SKU-10074,Siemens Simatic S7-1500 Controller,Industrial Logic Controllers,Bangalore Tech Corridor,Schneider Electric SE,467.25,0.55,12.5,780.22,0.88,1500,251.79,0.12,120,450,8000,238.63,0.65,0.08,45.0,1.2,0.95,0.88,768.91,c194dc36120782fa000e8d9709796e3724cda41ffe303045fe1afbbecfd37692,1e0c9e41572f75692f18b12729be22e221cf0147ccaea5cf6e47ba033b067009,-18.368585204225795,76.27932187644427
2025-04-27T02:03:38.872050,SKU-10075,Rockwell Automation Allen-Bradley ControlLogix,Variable Speed Drives,Ghent Automotive Cluster,Schneider Electric SE,152.98,0.55,12.5,882.62,0.88,1500,282.09,0.12,120,450,8000,534.22,0.65,0.08,45.0,1.2,0.95,0.88,753.62,b63f99fce81ac8fb02c0549721ca6976f328472fe551c2cf93a52503ddc70f67,c194dc36120782fa000e8d9709796e3724cda41ffe303045fe1afbbecfd37692,39.75374318375809,130.25098444809475
2025-04-27T14:03:38.872050,SKU-10076,KUKA KR QUANTEC-2 Robot,Industrial Logic Controllers,Shanghai Industrial District,Honeywell International,133.15,0.55,12.5,667.33,0.88,1500,3623.66,0.12,120,450,8000,539.1,0.65,0.08,45.0,1.2,0.95,0.88,655.86,f634160e77c65e2b37d300c5c583f5cc768f6e5ef1dd481e8e9b4dee28a3cc49,b63f99fce81ac8fb02c0549721ca6976f328472fe551c2cf93a52503ddc70f67,25.9969496381365,-108.81636447949442
2025-04-28T02:03:38.872050,SKU-10077,KUKA KR QUANTEC-2 Robot,Variable Speed Drives,Bangalore Tech Corridor,Rockwell Automation Inc,417.41,0.55,12.5,478.29,0.88,1500,3454.28,0.12,120,450,8000,213.92,0.65,0.08,45.0,1.2,0.95,0.88,593.32,3e8284966ca7a7b6927f0c8faa4437a2ed60c054839a24ce73df6b3bfb1639a7,f634160e77c65e2b37d300c5c583f5cc768f6e5ef1dd481e8e9b4dee28a3cc49,-11.726952732079486,-47.093477592276486
2025-04-28T14:03:38.872050,SKU-10078,Fanuc R-2000iC Industrial Robot,Variable Speed Drives,Ghent Automotive Cluster,Honeywell International,70.18,0.55,12.5,474.16,0.88,1500,2502.75,0.12,120,450,8000,546.84,0.65,0.08,45.0,1.2,0.95,0.88,486.69,8851807e91a3e3ad6dfcc86a23500fca5ea82bafbfb67ad144f5eb7868a15b52,3e8284966ca7a7b6927f0c8faa4437a2ed60c054839a24ce73df6b3bfb1639a7,-0.7877246786430092,71.94192056738146
2025-04-29T02:03:38.872050,SKU-10079,Siemens Simatic S7-1500 Controller,Industrial Logic Controllers,Ghent Automotive Cluster,Honeywell International,497.46,0.55,12.5,932.11,0.88,1500,205.21,0.12,120,450,8000,406.55,0.65,0.08,45.0,1.2,0.95,0.88,914.12,86e93d58871335f343478c3802f82a7b387e86e6a42243653073b033bfa9bdc4,8851807e91a3e3ad6dfcc86a23500fca5ea82bafbfb67ad144f5eb7868a15b52,42.82363188722988,-35.31254118423534
2025-04-29T14:03:38.872050,SKU-10080,Honeywell Experion PKS Controller,Industrial Logic Controllers,Frankfurt Logistics Hub,Schneider Electric SE,95.55,0.55,12.5,498.94,0.88,1500,4727.51,0.12,120,450,8000,550.2,0.65,0.08,45.0,1.2,0.95,0.88,548.26,13bd1b77806a9e5e8924c680fc0403e528582602b5e6bc174e915ba8fb0e77f7,86e93d58871335f343478c3802f82a7b387e86e6a42243653073b033bfa9bdc4,-1.3837096691350226,-119.77696014436388
2025-04-30T02:03:38.872050,SKU-10081,Phoenix Contact PLCnext Controller,Variable Speed Drives,Shanghai Industrial District,Siemens AG,382.82,0.55,12.5,942.55,0.88,1500,3732.89,0.12,120,450,8000,531.29,0.65,0.08,45.0,1.2,0.95,0.88,947.18,cd98643e2fc1c0c00b341465264fac5c74c435baf8488dd74dc79dfa4f5ef86f,13bd1b77806a9e5e8924c680fc0403e528582602b5e6bc174e915ba8fb0e77f7,39.1529980700862,40.3957193779913
2025-04-30T14:03:38.872050,SKU-10082,Rockwell Automation Allen-Bradley ControlLogix,Distributed Control Systems,Shanghai Industrial District,ABB Ltd,69.49,0.55,12.5,631.58,0.88,1500,2621.95,0.12,120,450,8000,391.41,0.65,0.08,45.0,1.2,0.95,0.88,559.41,b6400094fc31bfae6b689b87bf8e6dbae5d7de25d0e90bed65ab87d42f3fd730,cd98643e2fc1c0c00b341465264fac5c74c435baf8488dd74dc79dfa4f5ef86f,-33.84761811901713,22.12061394171525
2025-05-01T02:03:38.872050,SKU-10083,Rockwell Automation Allen-Bradley ControlLogix,Distributed Control Systems,Shanghai Industrial District,Rockwell Automation Inc,241.84,0.55,12.5,855.27,0.88,1500,3060.18,0.12,120,450,8000,577.35,0.65,0.08,45.0,1.2,0.95,0.88,826.13,3f3ae62ff97775d8bdc265af4e3fdf31d7850ab4624357f3d1c61ff19f8821bd,b6400094fc31bfae6b689b87bf8e6dbae5d7de25d0e90bed65ab87d42f3fd730,43.852269151706466,-33.80183419139658
2025-05-01T14:03:38.872050,SKU-10084,Honeywell Experion PKS Controller,Robotic Assembly Systems,Frankfurt Logistics Hub,Schneider Electric SE,124.4,0.55,12.5,259.99,0.88,1500,2682.59,0.12,120,450,8000,414.3,0.65,0.08,45.0,1.2,0.95,0.88,348.07,7632e82a16844346d53f1743d12e3145f85f4c8ac8c30d4326fb4da4fcf3411d,3f3ae62ff97775d8bdc265af4e3fdf31d7850ab4624357f3d1c61ff19f8821bd,-21.247536677391373,9.575030545942155
2025-05-02T02:03:38.872050,SKU-10085,Rockwell Automation Allen-Bradley ControlLogix,Industrial Logic Controllers,Shanghai Industrial District,ABB Ltd,219.36,0.55,12.5,228.96,0.88,1500,4157.72,0.12,120,450,8000,210.24,0.65,0.08,45.0,1.2,0.95,0.88,351.95,1ba93f103a024c2472fca09b002135cfd3ea39010faa5d5fc259ccb8a22ac707,7632e82a16844346d53f1743d12e3145f85f4c8ac8c30d4326fb4da4fcf3411d,41.8018025258187,59.5190772165316
2025-05-02T14:03:38.872050,SKU-10086,Beckhoff New Automation Technology PC,Robotic Assembly Systems,Shanghai Industrial District,ABB Ltd,71.08,0.55,12.5,666.44,0.88,1500,2313.36,0.12,120,450,8000,277.08,0.65,0.08,45.0,1.2,0.95,0.88,555.29,25994a7730b2e80a38d9dca05e080eaa97416d281170adc71a2224ec72b9bb50,1ba93f103a024c2472fca09b002135cfd3ea39010faa5d5fc259ccb8a22ac707,-4.4652580651164016,-74.76361623394367
2025-05-03T02:03:38.872050,SKU-10087,General Electric Mark VIe Control System,Industrial Networking High-Speed,Bangalore Tech Corridor,Schneider Electric SE,392.65,0.55,12.5,915.16,0.88,1500,956.25,0.12,120,450,8000,398.2,0.65,0.08,45.0,1.2,0.95,0.88,865.53,3e29f69bf474a32b43e0e46c5d6dc56b276b34d67eece29259c533f715757e13,25994a7730b2e80a38d9dca05e080eaa97416d281170adc71a2224ec72b9bb50,-12.380207418964925,109.93008647718196
2025-05-03T14:03:38.872050,SKU-10088,Danfoss VLT AutomationDrive FC 302,Variable Speed Drives,Bangalore Tech Corridor,ABB Ltd,292.57,0.55,12.5,292.04,0.88,1500,2026.77,0.12,120,450,8000,358.01,0.65,0.08,45.0,1.2,0.95,0.88,423.49,4a0077bae6891f6e1509053d2a6f11d2dfb61013564613c7f3a6b02dc94a5dbd,3e29f69bf474a32b43e0e46c5d6dc56b276b34d67eece29259c533f715757e13,36.183563255016864,75.00841291849815
2025-05-04T02:03:38.872050,SKU-10089,Rockwell Automation Allen-Bradley ControlLogix,Robotic Assembly Systems,Shanghai Industrial District,Honeywell International,272.97,0.55,12.5,504.37,0.88,1500,178.42,0.12,120,450,8000,430.7,0.65,0.08,45.0,1.2,0.95,0.88,539.5,1aa0e07ede87d531a115d1d9fc35e922cc4579f0009f5af863b54c4924beb8e3,4a0077bae6891f6e1509053d2a6f11d2dfb61013564613c7f3a6b02dc94a5dbd,-20.104884014440024,-116.96292680730112
2025-05-04T14:03:38.872050,SKU-10090,Emerson DeltaV DCS Node,Variable Speed Drives,Shanghai Industrial District,Siemens AG,171.85,0.55,12.5,223.17,0.88,1500,2808.19,0.12,120,450,8000,510.37,0.65,0.08,45.0,1.2,0.95,0.88,366.59,c172a6db20bd90b1f68b2a12c2def96a9e48a4b434997b2d173ac52dd646b236,1aa0e07ede87d531a115d1d9fc35e922cc4579f0009f5af863b54c4924beb8e3,9.257730739370217,-34.63261916582846
2025-05-05T02:03:38.872050,SKU-10091,Danfoss VLT AutomationDrive FC 302,Variable Speed Drives,Ghent Automotive Cluster,Honeywell International,238.17,0.55,12.5,327.75,0.88,1500,3461.65,0.12,120,450,8000,554.15,0.65,0.08,45.0,1.2,0.95,0.88,482.97,5dd6379be04f7e995acc0ecd03a173b946ddcf6d50668a07f785dde29a8a1259,c172a6db20bd90b1f68b2a12c2def96a9e48a4b434997b2d173ac52dd646b236,56.672308948143225,-37.33821679624752
2025-05-05T14:03:38.872050,SKU-10092,Rockwell Automation Allen-Bradley ControlLogix,Industrial Logic Controllers,Bangalore Tech Corridor,Siemens AG,105.22,0.55,12.5,308.97,0.88,1500,2260.47,0.12,120,450,8000,213.15,0.65,0.08,45.0,1.2,0.95,0.88,324.72,5c128c2d81cd376f8355fce9d4b3d83dd7089cfbf4e0135e0927cc5b75fac634,5dd6379be04f7e995acc0ecd03a173b946ddcf6d50668a07f785dde29a8a1259,8.46970740578579,-102.61273715064507
2025-05-06T02:03:38.872050,SKU-10093,Beckhoff New Automation Technology PC,Distributed Control Systems,Ghent Automotive Cluster,Honeywell International,482.48,0.55,12.5,552.35,0.88,1500,1944.58,0.12,120,450,8000,363.76,0.65,0.08,45.0,1.2,0.95,0.88,678.06,d505386e16cf0c68755ac5841ac342ec01c518dbb7a3710259ab7b3135052805,5c128c2d81cd376f8355fce9d4b3d83dd7089cfbf4e0135e0927cc5b75fac634,-30.904291839157302,109.5706813383598
2025-05-06T14:03:38.872050,SKU-10094,ABB IRB 6700 Industrial Robot,Variable Speed Drives,Bangalore Tech Corridor,ABB Ltd,462.16,0.55,12.5,473.15,0.88,1500,2817.41,0.12,120,450,8000,464.48,0.65,0.08,45.0,1.2,0.95,0.88,650.68,44a5ead2a80f901d16b71fcb136fca61d82047c9b56df32d52211841cd4ce28e,d505386e16cf0c68755ac5841ac342ec01c518dbb7a3710259ab7b3135052805,8.432430871683877,51.70302610204976
2025-05-07T02:03:38.872050,SKU-10095,Cisco IE-4010 Industrial Ethernet Switch,Industrial Networking High-Speed,Frankfurt Logistics Hub,Schneider Electric SE,429.91,0.55,12.5,662.15,0.88,1500,254.43,0.12,120,450,8000,597.16,0.65,0.08,45.0,1.2,0.95,0.88,747.11,1d78bd71b90bf64f1efe9e82ad0ba3ffcc1120313b1aed47907c4aa1284018a0,44a5ead2a80f901d16b71fcb136fca61d82047c9b56df32d52211841cd4ce28e,13.00283805278422,-97.35506490985526
2025-05-07T14:03:38.872050,SKU-10096,General Electric Mark VIe Control System,Robotic Assembly Systems,Ghent Automotive Cluster,Rockwell Automation Inc,177.04,0.55,12.5,722.59,0.88,1500,3508.87,0.12,120,450,8000,365.16,0.65,0.08,45.0,1.2,0.95,0.88,675.02,1cb2304b592c4679f80a38eafa993c6add7cfaa05253125787014438fec1eeca,1d78bd71b90bf64f1efe9e82ad0ba3ffcc1120313b1aed47907c4aa1284018a0,10.045314334510408,40.50285850501152
2025-05-08T02:03:38.872050,SKU-10097,ABB IRB 6700 Industrial Robot,Robotic Assembly Systems,Frankfurt Logistics Hub,Honeywell International,98.26,0.55,12.5,646.93,0.88,1500,3436.72,0.12,120,450,8000,415.02,0.65,0.08,45.0,1.2,0.95,0.88,599.28,781819d797886b8759c5bb90e138bfd12d60ba197fbeb030806f27d80c933596,1cb2304b592c4679f80a38eafa993c6add7cfaa05253125787014438fec1eeca,56.56398164819781,133.05798221354613
2025-05-08T14:03:38.872050,SKU-10098,Danfoss VLT AutomationDrive FC 302,Distributed Control Systems,Frankfurt Logistics Hub,Rockwell Automation Inc,372.84,0.55,12.5,948.87,0.88,1500,4358.41,0.12,120,450,8000,547.97,0.65,0.08,45.0,1.2,0.95,0.88,959.51,b073b031ecd0f9f0831b4993c38faaaea4f1066a3f39ed832d4adec7a61c57d6,781819d797886b8759c5bb90e138bfd12d60ba197fbeb030806f27d80c933596,8.733119537994995,-99.23781099197171
2025-05-09T02:03:38.872050,SKU-10099,Mitsubishi Electric MELSEC iQ-R Series,Industrial Networking High-Speed,Frankfurt Logistics Hub,Rockwell Automation Inc,377.9,0.55,12.5,445.24,0.88,1500,3726.39,0.12,120,450,8000,434.17,0.65,0.08,45.0,1.2,0.95,0.88,602.19,d778e318cf0cfb950821c487e99c7bd4ea0e048a7ce4f9afc354d463a1e35351,b073b031ecd0f9f0831b4993c38faaaea4f1066a3f39ed832d4adec7a61c57d6,28.77307159337957,98.69660914121596
2025-05-09T14:03:38.872050,SKU-10100,Fanuc R-2000iC Industrial Robot,Robotic Assembly Systems,Bangalore Tech Corridor,Honeywell International,135.87,0.55,12.5,864.39,0.88,1500,2983.84,0.12,120,450,8000,493.74,0.65,0.08,45.0,1.2,0.95,0.88,766.5,d3a02f4e76f836686dc52875df18490523a344acc010c2ef7d8bee01745a26e7,d778e318cf0cfb950821c487e99c7bd4ea0e048a7ce4f9afc354d463a1e35351,54.92259175027425,-55.14943655935912
2025-05-10T02:03:38.872050,SKU-10101,Phoenix Contact PLCnext Controller,Distributed Control Systems,Shanghai Industrial District,Honeywell International,321.22,0.55,12.5,127.51,0.88,1500,1108.04,0.12,120,450,8000,472.09,0.65,0.08,45.0,1.2,0.95,0.88,338.47,2879a7d301f59b22c954a49e253d3acd3abacc3fb0b9dd82b59f9ba0cbab5ad2,d3a02f4e76f836686dc52875df18490523a344acc010c2ef7d8bee01745a26e7,-29.409986653029208,-53.966831721247274
2025-05-10T14:03:38.872050,SKU-10102,Cisco IE-4010 Industrial Ethernet Switch,Industrial Networking High-Speed,Frankfurt Logistics Hub,Schneider Electric SE,287.15,0.55,12.5,659.36,0.88,1500,1472.93,0.12,120,450,8000,588.65,0.65,0.08,45.0,1.2,0.95,0.88,697.63,ceb712d67b4008e06787cd4335a4502d42d0cf97272429e017fb74610cac15af,2879a7d301f59b22c954a49e253d3acd3abacc3fb0b9dd82b59f9ba0cbab5ad2,23.30804617661677,94.99114779297929
2025-05-11T02:03:38.872050,SKU-10103,ABB IRB 6700 Industrial Robot,Distributed Control Systems,Shanghai Industrial District,Rockwell Automation Inc,386.59,0.55,12.5,492.4,0.88,1500,2516.19,0.12,120,450,8000,509.94,0.65,0.08,45.0,1.2,0.95,0.88,633.76,e1713aee26b277b0133e6aafe86ded622d57882c41e8387e263b8287a0bb42ba,ceb712d67b4008e06787cd4335a4502d42d0cf97272429e017fb74610cac15af,14.634664645522633,0.5120282694994955
2025-05-11T14:03:38.872050,SKU-10104,Danfoss VLT AutomationDrive FC 302,Industrial Logic Controllers,Bangalore Tech Corridor,Rockwell Automation Inc,194.05,0.55,12.5,606.06,0.88,1500,4882.77,0.12,120,450,8000,316.72,0.65,0.08,45.0,1.2,0.95,0.88,617.85,9c3c0b781cca80c3cdc11c9e9cb68b00f0cbd2e306064128b4b8c880a4dd7513,e1713aee26b277b0133e6aafe86ded622d57882c41e8387e263b8287a0bb42ba,37.75986551615847,0.623243697110766
2025-05-12T02:03:38.872050,SKU-10105,Yokogawa CENTUM VP Integrated Production Control System,Industrial Logic Controllers,Bangalore Tech Corridor,Rockwell Automation Inc,481.52,0.55,12.5,719.85,0.88,1500,294.87,0.12,120,450,8000,223.09,0.65,0.08,45.0,1.2,0.95,0.88,733.63,e313facc1f96029ebb239dc8247145e1ddb17a7dd3c9fc21b6a83f3f1ce3be7d,9c3c0b781cca80c3cdc11c9e9cb68b00f0cbd2e306064128b4b8c880a4dd7513,-13.486472383815848,1.478652813942702
2025-05-12T14:03:38.872050,SKU-10106,Honeywell Experion PKS Controller,Industrial Networking High-Speed,Ghent Automotive Cluster,Honeywell International,198.24,0.55,12.5,882.38,0.88,1500,703.35,0.12,120,450,8000,557.5,0.65,0.08,45.0,1.2,0.95,0.88,784.81,b58bb497f198744b13d8327501b132b662f0f0223e7d7106e13f1637338ae8fb,e313facc1f96029ebb239dc8247145e1ddb17a7dd3c9fc21b6a83f3f1ce3be7d,-20.279182939221915,49.245661288805934
2025-05-13T02:03:38.872050,SKU-10107,General Electric Mark VIe Control System,Variable Speed Drives,Frankfurt Logistics Hub,Honeywell International,319.54,0.55,12.5,875.91,0.88,1500,4306.88,0.12,120,450,8000,486.22,0.65,0.08,45.0,1.2,0.95,0.88,874.98,60ff2a01c11806eb4b91d99d5baf6ae279ded665d265683210145ed90a7c7fcb,b58bb497f198744b13d8327501b132b662f0f0223e7d7106e13f1637338ae8fb,-32.07776484481934,56.63923231963631
2025-05-13T14:03:38.872050,SKU-10108,Yokogawa CENTUM VP Integrated Production Control System,Industrial Logic Controllers,Bangalore Tech Corridor,Schneider Electric SE,55.78,0.55,12.5,774.63,0.88,1500,2129.5,0.12,120,450,8000,456.84,0.65,0.08,45.0,1.2,0.95,0.88,651.92,a31f2ab562704e32c7dd0cb8023044d81e02c183148c8dd346097d4fdc990af7,60ff2a01c11806eb4b91d99d5baf6ae279ded665d265683210145ed90a7c7fcb,-9.222639594350575,0.7765230462691477
2025-05-14T02:03:38.872050,SKU-10109,Fanuc R-2000iC Industrial Robot,Robotic Assembly Systems,Shanghai Industrial District,ABB Ltd,156.04,0.55,12.5,178.5,0.88,1500,3089.79,0.12,120,450,8000,344.24,0.65,0.08,45.0,1.2,0.95,0.88,301.43,6d070aeeb199c5cc2faa36228ad7ca756220fe9afbfbc3f6eff6ef002c721a1b,a31f2ab562704e32c7dd0cb8023044d81e02c183148c8dd346097d4fdc990af7,-12.460062506159396,3.3748849843675117
